epoch,accuracy,loss,val_accuracy,val_loss
0,0.6198083162307739,1.569063663482666,0.8138041496276855,1.2168985605239868
1,0.7484025359153748,1.0448973178863525,0.7239165306091309,2.3261635303497314
2,0.8067092895507812,0.7818018198013306,0.5650080442428589,8.45209789276123
3,0.7699680328369141,0.9544053673744202,0.6645264625549316,3.139644145965576
4,0.7739616632461548,1.0225169658660889,0.9341893792152405,0.6430879831314087
5,0.800319492816925,0.885444700717926,0.7929373979568481,1.6389847993850708
6,0.8027156591415405,0.8731602430343628,0.17174959182739258,27.37774658203125
7,0.8570287823677063,0.6216078996658325,0.9646869897842407,0.5250029563903809
8,0.8666134476661682,0.5496988296508789,0.8105939030647278,0.5217992067337036
9,0.8522364497184753,0.6653414964675903,0.9646869897842407,0.11239247769117355
10,0.8642172813415527,0.616200864315033,0.8314606547355652,1.2159289121627808
11,0.8825878500938416,0.5403317213058472,0.9229534268379211,0.4899371862411499
12,0.8985623121261597,0.47923141717910767,0.9149277806282043,0.2272818386554718
13,0.8937699794769287,0.4797755777835846,0.7865168452262878,1.3607263565063477
14,0.8626198172569275,0.6136319637298584,0.9213483333587646,0.5087262392044067
15,0.8642172813415527,0.6230996251106262,0.9149277806282043,0.2841426432132721
16,0.8985623121261597,0.4921804666519165,0.8780096173286438,0.3300785720348358
17,0.9049520492553711,0.39652571082115173,0.9759229421615601,0.05980414152145386
18,0.8833865523338318,0.5109696388244629,0.7849116921424866,1.8260241746902466
19,0.8833865523338318,0.5982723236083984,0.9871588945388794,0.03507469221949577
20,0.9081469774246216,0.4571327567100525,0.9213483333587646,0.5203820466995239
21,0.8937699794769287,0.5783070921897888,0.9213483333587646,0.8155218958854675
22,0.8873801827430725,0.5403757095336914,0.9101123809814453,0.20703600347042084
23,0.8929712176322937,0.5532468557357788,0.8138041496276855,2.6215009689331055
24,0.9337060451507568,0.3022010624408722,0.9855538010597229,0.035731516778469086
25,0.8825878500938416,0.6747238039970398,0.646869957447052,3.4688382148742676
26,0.8722044825553894,0.6959853768348694,0.8330658078193665,1.0584205389022827
27,0.8929712176322937,0.5046132802963257,0.8924558758735657,1.1907390356063843
28,0.909744381904602,0.47392064332962036,0.8089887499809265,3.7114951610565186
29,0.8913738131523132,0.5506076812744141,0.8218298554420471,0.3014937937259674
30,0.9169328808784485,0.3807748854160309,0.8539325594902039,0.9935178160667419
31,0.8833865523338318,0.5811998844146729,0.8892455697059631,0.5455061793327332
32,0.9297124743461609,0.44173291325569153,0.8507223129272461,0.7018628716468811
33,0.9185303449630737,0.33924639225006104,0.937399685382843,0.4800613820552826
34,0.9289137125015259,0.3459209203720093,1.0,0.003293538698926568
35,0.9305111765861511,0.3474087417125702,0.9165329337120056,0.2587941884994507
36,0.920127809047699,0.37679120898246765,0.8266452550888062,0.8435981273651123
37,0.9241213798522949,0.4762360155582428,0.7576243877410889,6.549246311187744
38,0.8889776468276978,0.6793068647384644,0.9839486479759216,0.05992453545331955
39,0.9361022114753723,0.33680596947669983,0.8523274660110474,2.831433057785034
40,0.9369009733200073,0.36289799213409424,0.9566613435745239,0.15818047523498535
41,0.9512779712677002,0.22252655029296875,0.7463884353637695,1.5531162023544312
42,0.9584664702415466,0.2134709507226944,0.617977499961853,1.9027491807937622
43,0.9560703039169312,0.19153286516666412,0.8715890645980835,0.7445242404937744
44,0.9321086406707764,0.3849338889122009,0.778491199016571,7.3704833984375
45,0.9456868767738342,0.2793850898742676,0.7768860459327698,0.8790496587753296
46,0.9073482155799866,0.5908399820327759,0.8250401020050049,5.000894069671631
47,0.9313098788261414,0.3900277614593506,0.841091513633728,2.5200064182281494
48,0.9129393100738525,0.5078343749046326,0.6597110629081726,5.2932939529418945
49,0.9033546447753906,0.5559784770011902,0.8218298554420471,2.5417723655700684
